"case_number","case_total","case_m","case_f","case_gambling","case_hard","case_drugs"
"06140348TC30A",4,4,0,0,0,0
"06143047TC30A",0,0,0,0,0,0
"06145496TC30A",2,0,2,0,0,0
"06145993TC30A",0,0,0,0,0,0
"06148111TC30A",9,8,0,0,0,0
"06149510TC30A",0,0,0,0,0,0
"06152265TC30A",0,0,0,0,0,0
"06152274TC30A",25,13,9,0,0,5
"06156656TC30A",9,5,1,0,0,1
"06156966TC30A",5,1,1,0,0,0
"07000004MM40A",1,0,0,0,0,0
"07000020CF10A",8,1,7,0,1,6
"07000055CF10A",29,9,14,0,8,1
"07000077CF10B",0,0,0,0,0,0
"07000077MO40A",12,8,0,0,0,0
"07000078CF10A",0,0,0,0,0,0
"07000078MM30A",23,8,2,1,0,1
"07000090CF10A",35,11,23,0,3,16
"07000099CF10A",39,22,10,0,2,6
"07000103MM30A",0,0,0,0,0,0
"07000129CF10A",9,9,0,0,0,1
"07000136CF10A",1,0,0,0,0,0
"07000139MM10A",2,1,0,0,0,0
"07000140MM40A",12,2,4,0,0,1
"07000185CF10A",6,3,3,0,1,2
"07000191MO10A",7,2,4,0,0,4
"07000193CF10A",32,12,10,0,5,6
"07000209MM10A",22,9,6,0,2,2
"07000231CF10A",6,2,1,0,0,0
"07000260MO10A",11,5,2,0,0,3
"07000278CF10A",1,0,1,0,0,0
"07000288CF10A",5,1,3,0,1,1
"07000288CF10B",34,19,4,0,0,3
"07000289CF10A",34,19,4,0,0,3
"07000330CF10A",2,1,1,0,0,0
"07000342MM10A",12,4,1,0,0,3
"07000348MM30A",7,4,1,0,0,1
"07000357CF10B",2,1,1,0,1,0
"07000358CF10A",2,1,1,0,1,0
"07000359MM10A",4,3,0,0,0,0
"07000382MM10A",7,1,5,0,0,3
"07000392CF10A",9,4,3,0,0,4
"07000396MM10A",2,1,0,0,0,0
"07000399MM30A",10,6,1,0,0,1
"07000409MM10A",43,17,13,0,2,3
"07000413MM30A",0,0,0,0,0,0
"07000428CF10A",7,3,4,0,0,4
"07000438MM20A",5,2,0,0,0,0
"07000470CF10A",4,1,3,0,2,1
"07000484CF10A",25,8,13,0,2,11
"07000498MM40A",3,1,0,0,0,0
"07000501CF10A",8,5,0,0,0,1
"07000565MO40A",6,4,1,0,0,2
"07000583CF10A",3,0,1,0,0,0
"07000587MO40A",48,16,25,0,1,30
"07000597MM20A",0,0,0,0,0,0
"07000600CF10A",34,20,3,0,2,1
"07000603MM20A",28,14,14,0,1,17
"07000618CF10A",21,3,5,0,0,0
"07000626MM10A",0,0,0,0,0,0
"07000638MM40A",14,3,5,0,1,1
"07000639MM20A",23,8,5,0,2,1
"07000642CF10A",5,3,0,0,0,1
"07000644CF10A",24,10,3,0,0,3
"07000646MM10A",0,0,0,0,0,0
"07000693CF10A",1,0,0,0,0,0
"07000701MM20A",26,8,17,0,3,9
"07000718CF10A",44,16,24,0,2,18
"07000731MM40A",12,3,4,0,0,3
"07000738CF10A",13,3,10,0,2,1
"07000743MM30A",0,0,0,0,0,0
"07000785MM30A",28,12,5,0,2,2
"07000803MO40A",6,2,3,0,1,0
"07000806MO10A",0,0,0,0,0,0
"07000830MM30A",1,0,0,0,0,0
"07000835MM20A",35,19,15,0,1,25
"07000854CF10A",9,2,6,0,2,0
"07000883CF10A",2,2,0,0,0,1
"07000886CF10A",25,8,10,0,0,8
"07000916CF10A",11,3,5,0,0,1
"07000935CF10A",4,1,3,0,0,3
"07000947TC20A",2,0,0,0,0,0
"07000985CF10A",13,5,5,0,1,3
"07000999MM10A",19,5,5,0,2,1
"07000999MM30A",21,6,10,0,0,5
"07001009MM30A",6,3,2,0,0,1
"07001057MM20A",8,3,1,0,0,4
"07001065MO20A",0,0,0,0,0,0
"07001091MM20A",4,2,1,0,0,1
"07001127CF10A",6,1,4,0,1,3
"07001135CF10A",14,6,2,0,1,1
"07001145CF10A",17,4,7,0,3,3
"07001146CF10A",6,2,3,0,0,3
"07001166CF10A",0,0,0,0,0,0
"07001167CF10A",1,0,1,0,1,0
"07001169CF10A",4,3,1,0,0,2
"07001176MM40A",6,3,3,0,2,2
"07001179MO30A",28,4,7,0,0,6
"07001196CF10B",4,1,3,0,0,2
"07001197CF10A",4,1,3,0,0,2
"07001198MM40A",6,6,0,0,0,1
"07001209MM10A",23,7,6,0,1,3
"07001222MM40A",10,2,2,0,1,1
"07001249CF10A",32,12,16,0,7,2
"07001258MM30A",0,0,0,0,0,0
"07001275MM30A",1,1,0,0,0,0
"07001282CF10A",13,6,5,0,1,7
"07001283TC10A",0,0,0,0,0,0
"07001288TC10A",9,6,1,0,0,2
"07001292MM30A",4,2,0,0,0,0
"07001326CF10A",8,2,5,0,1,0
"07001328CF10C",6,0,6,0,6,0
"07001330CF10A",6,0,6,0,6,0
"07001331MM40A",11,3,2,0,1,2
"07001334CF10A",25,11,8,0,0,6
"07001346MM30A",0,0,0,0,0,0
"07001356MO10A",18,5,5,0,0,2
"07001362CF10A",34,9,15,0,3,7
"07001369MM30A",3,1,1,0,0,0
"07001370MM40A",27,11,9,0,3,9
"07001388TC20A",0,0,0,0,0,0
"07001389MM40A",0,0,0,0,0,0
"07001393MM10A",0,0,0,0,0,0
"07001405CF10A",34,12,11,0,5,7
"07001415CF10A",0,0,0,0,0,0
"07001424CF10A",10,2,7,0,2,1
"07001429MM10A",11,4,5,0,0,4
"07001434MM10A",34,14,18,0,5,11
"07001465CF10A",1,0,1,0,0,0
"07001470CF10A",0,0,0,0,0,0
"07001486MM10A",5,1,4,0,2,0
"07001492MM10A",29,12,7,0,0,8
"07001512MM30A",1,1,0,0,0,0
"07001526MO10A",12,8,0,0,0,1
"07001527MM10A",1,1,0,0,0,0
"07001532MO40A",7,5,1,0,0,2
"07001547CF10A",16,12,4,0,0,10
"07001608CF10A",14,2,10,0,1,6
"07001610CF10A",8,3,4,0,2,1
"07001610MM30A",4,3,0,0,0,1
"07001623CF10A",19,6,5,0,0,2
"07001630CF10A",15,7,6,0,1,8
"07001632TC20A",0,0,0,0,0,0
"07001655CF10A",5,3,1,0,0,2
"07001660TC10A",1,1,0,0,0,0
"07001671MM10A",0,0,0,0,0,0
"07001673TC10A",0,0,0,0,0,0
"07001685MO40A",2,1,0,0,0,0
"07001685TC10A",28,12,12,0,2,1
"07001704MM30A",21,8,2,0,1,1
"07001717CF10A",1,1,0,0,0,0
"07001738TC40A",6,3,1,0,0,2
"07001755CF10A",7,3,0,0,0,2
"07001778CF10A",5,3,1,0,0,2
"07001795CF10A",5,2,0,0,0,0
"07001803CF10A",4,2,2,0,0,0
"07001811MM10A",7,4,1,0,0,2
"07001816CF10A",5,1,3,0,1,1
"07001818CF10A",16,7,4,0,0,4
"07001835CF10A",11,6,1,0,0,2
"07001837MO10A",16,12,4,0,0,10
"07001853CF10A",14,2,12,0,1,5
"07001854CF10A",0,0,0,0,0,0
"07001872TC10A",2,1,0,0,0,0
"07001875TC10A",41,17,0,0,0,0
"07001881MM10A",1,1,0,0,0,1
"07001887MO10A",90,30,19,0,7,3
"07001894MM20A",5,3,1,0,0,2
"07001917CF10A",6,2,3,0,1,0
"07001929CF10A",0,0,0,0,0,0
"07001941CF10A",9,4,0,0,0,0
"07001941MO40A",9,5,2,0,0,2
"07001949MM30A",2,1,0,0,0,0
"07001951TC10A",8,3,0,0,0,0
"07001978MM40A",5,3,0,0,0,0
"07001982MM10A",42,22,5,0,2,1
"07001993CF10A",49,17,25,0,1,30
"07002046MM10A",12,6,4,0,1,0
"07002055TC10A",2,0,0,0,0,0
"07002086CF10A",16,8,2,0,0,3
"07002129TC10A",5,1,2,0,0,3
"07002134CF10A",4,3,0,0,0,0
"07002158CF10A",13,11,2,0,0,2
"07002162MM30A",5,2,0,0,0,0
"07002186TI20A",0,0,0,0,0,0
"07002193MM20A",0,0,0,0,0,0
"07002193TC40A",0,0,0,0,0,0
"07002205MM10A",13,5,7,0,3,1
"07002236MM40A",3,0,0,0,0,0
"07002243MM30A",5,2,1,0,1,0
"07002266CF10A",0,0,0,0,0,0
"07002287MM10A",5,0,0,0,0,0
"07002292CF10A",40,11,23,0,4,6
"07002353CF10A",0,0,0,0,0,0
"07002390CF10A",7,4,0,0,0,0
"07002391CF10A",11,7,3,0,1,2
"07002396MM30A",35,14,11,0,0,10
"07002411MM30A",0,0,0,0,0,0
"07002417CF10A",19,6,4,0,0,4
"07002421CF10C",0,0,0,0,0,0
"07002443CF10A",2,1,1,0,0,1
"07002469MO40A",4,2,0,0,0,0
"07002493CF10A",4,1,2,0,0,0
"07002504CF10A",30,12,11,0,2,5
"07002508MM40A",0,0,0,0,0,0
"07002511MM10A",1,0,1,0,0,0
"07002512MM10A",5,2,0,0,0,0
"07002516MM10A",5,1,0,0,0,0
"07002517TC10A",3,1,0,0,0,0
"07002518MM20A",5,5,0,0,0,0
"07002523MM20A",0,0,0,0,0,0
"07002527CF10A",5,1,4,0,0,2
"07002533TC30A",0,0,0,0,0,0
"07002535CF10A",15,5,6,0,3,0
"07002535TC30A",1,1,0,0,0,0
"07002549CF10A",1,0,0,0,0,0
"07002577CF10A",2,0,0,0,0,0
"07002583TC30A",6,1,0,0,0,1
"07002586CF10A",2,1,1,0,0,0
"07002607MM20A",0,0,0,0,0,0
"07002625CF10A",4,2,2,0,1,1
"07002646CF10A",16,5,4,0,0,2
"07002649TC10A",4,2,0,0,0,0
"07002672MM10A",0,0,0,0,0,0
"07002683CF10A",3,2,0,0,0,0
"07002689CF10A",1,1,0,0,1,0
"07002692CF10A",15,8,5,0,3,1
"07002696CF10A",34,12,20,0,2,16
"07002722MO20A",8,7,1,0,0,0
"07002729MM20A",0,0,0,0,0,0
"07002734MM30A",29,8,21,0,1,3
"07002738MO10A",3,3,0,0,0,0
"07002743MM30A",14,5,7,0,1,0
"07002747MM20A",12,5,4,0,2,2
"07002753MM30A",3,2,0,0,0,0
"07002770MO20A",8,4,3,0,1,3
"07002772MM30A",14,2,11,0,4,1
"07002829MM10A",2,2,0,0,0,0
"07002847MM20A",0,0,0,0,0,0
"07002866CF10A",1,1,0,0,0,0
"07002878MM30A",0,0,0,0,0,0
"07002950CF10A",0,0,0,0,0,0
"07002961MO40A",5,3,0,0,0,0
"07002964CF10A",26,9,4,0,0,5
"07002964MM40A",14,6,3,0,0,6
"07003021MO10A",15,5,6,0,3,0
"07003024CF10B",5,3,1,0,0,0
"07003042CF10A",46,22,5,0,0,4
"07003052MM40A",7,3,1,0,1,0
"07003070MM20A",9,4,4,0,1,1
"07003076MM20A",4,1,0,0,0,1
"07003081MM10A",2,1,0,0,0,0
"07003087MM20A",2,1,0,0,0,0
"07003090CF10A",0,0,0,0,0,0
"07003096MM30A",2,1,1,0,0,1
"07003098MM30A",4,1,3,0,0,0
"07003104TC10A",0,0,0,0,0,0
"07003115MM10A",2,2,0,0,0,1
"07003146CF10B",12,5,4,0,1,4
"07003147CF10A",12,5,4,0,1,4
"07003152CF10B",5,4,1,0,0,3
"07003153CF10A",5,4,1,0,0,3
"07003170MM30A",0,0,0,0,0,0
"07003177CF10A",1,1,0,0,0,0
"07003203TC10A",8,1,1,0,0,1
"07003205CF10A",0,0,0,0,0,0
"07003211MM30A",3,2,0,0,0,0
"07003240CF10A",15,10,2,0,0,1
"07003280MM10A",6,3,0,0,0,0
"07003284CF10A",0,0,0,0,0,0
"07003287CF10A",3,2,0,0,0,0
"07003312CF10A",1,0,1,0,0,0
"07003313CF10A",0,0,0,0,0,0
"07003320MM10A",40,19,6,0,1,2
"07003370CF10A",41,10,13,0,1,10
"07003380MM10A",11,3,3,0,0,0
"07003383MM10A",1,0,0,0,0,0
"07003397MO40A",5,3,1,0,0,1
"07003424MM40A",0,0,0,0,0,0
"07003427MO20A",9,8,1,0,0,0
"07003445CF10A",27,9,17,0,3,9
"07003448MM10A",1,0,0,0,0,0
"07003469CF10A",2,0,0,0,0,0
"07003476MM20A",35,17,14,0,2,6
"07003507CF10A",7,3,3,0,0,1
"07003514MO40A",2,2,0,0,0,0
"07003517MM10A",6,2,1,0,0,0
"07003521CF10A",2,1,1,0,1,0
"07003530CF10A",40,18,15,0,0,10
"07003535CF10A",3,2,1,0,0,2
"07003537TC40A",0,0,0,0,0,0
"07003545MM10A",17,8,3,0,0,4
"07003558TC40A",5,1,0,0,0,0
"07003562CF10A",3,3,0,0,0,0
"07003563MM10A",5,0,2,0,0,1
"07003565CF10A",18,13,3,0,0,7
"07003589TC30A",2,1,0,0,0,0
"07003592CF10A",1,1,0,0,0,0
"07003603CF10A",13,2,11,0,0,10
"07003637MO10A",14,2,11,0,0,7
"07003645CF10A",5,2,3,0,0,1
"07003661MM10A",1,0,0,0,0,0
"07003673MO40A",0,0,0,0,0,0
"07003723CF10A",0,0,0,0,0,0
"07003734MM40A",7,5,2,0,0,4
"07003747MM10A",2,2,0,0,0,0
"07003747MO40A",6,4,1,0,0,1
"07003752CF10A",0,0,0,0,0,0
"07003754CF10A",1,0,0,0,0,0
"07003758CF10A",10,4,5,0,3,0
"07003773MM10A",12,2,6,0,1,0
"07003779CF10A",15,12,3,0,0,4
"07003780MM40A",1,0,1,0,1,0
"07003786MM10A",10,6,1,0,0,1
"07003816MM20A",4,0,0,0,0,0
"07003830CF10A",0,0,0,0,0,0
"07003850CF10A",6,4,1,0,0,0
"07003877TC10A",10,7,1,0,0,2
"07003904CF10A",3,1,2,0,0,0
"07003935CF10A",23,9,14,0,0,16
"07003968MM40B",8,4,0,0,0,1
"07004002CF10A",7,1,6,0,0,4
"07004013TC10A",10,4,0,0,0,0
"07004014CF10A",17,5,8,0,1,2
"07004016CF10A",16,4,6,0,2,1
"07004037MM10A",4,3,0,0,0,0
"07004058MM40A",0,0,0,0,0,0
"07004068TC10A",0,0,0,0,0,0
"07004071CF10A",11,1,8,0,3,0
"07004072CF10A",5,4,0,0,0,1
"07004095MM10A",6,3,2,0,1,1
"07004126TC20A",0,0,0,0,0,0
"07004144CF10B",21,12,5,0,2,4
"07004145CF10A",21,12,5,0,2,4
"07004153MO40A",21,6,6,0,0,7
"07004173CF10A",6,1,2,0,0,3
"07004178CF10A",19,3,16,0,3,1
"07004207CF10A",5,3,1,0,0,0
"07004207TC10A",25,6,16,0,1,14
"07004208CF10A",21,8,12,0,1,8
"07004213CF10A",6,3,2,0,0,1
"07004214CF10A",9,4,4,0,1,2
"07004215CF10A",5,3,1,0,0,0
"07004216CF10A",0,0,0,0,0,0
"07004217TC10A",26,11,4,0,0,3
"07004252CF10A",7,4,2,0,0,4
"07004253CF10A",11,5,5,0,0,5
"07004265MM10A",1,1,0,0,0,0
"07004267CF10A",1,0,0,0,0,0
"07004280MO40A",17,8,7,0,1,10
"07004286TI20A",0,0,0,0,0,0
"07004293MM10A",2,0,1,0,0,1
"07004377TC10A",9,1,8,0,2,0
"07004387CF10A",17,7,9,0,7,2
"07004422CF10A",6,4,2,0,0,0
"07004453MM10A",17,6,4,0,1,1
"07004457CF10A",22,5,15,0,4,4
"07004477CF10A",18,6,12,0,3,2
"07004481CF10A",8,3,2,0,2,0
"07004481MO10A",41,15,21,0,1,30
"07004502MM10A",0,0,0,0,0,0
"07004516MM10A",17,9,2,0,0,2
"07004520TC10A",7,4,2,0,1,1
"07004525CF10A",1,0,1,0,0,1
"07004540MM10A",1,0,1,0,1,0
"07004542MM10A",26,9,6,0,1,3
"07004562TC10A",4,1,0,0,0,0
"07004569MM10A",16,3,2,0,0,3
"07004585CF10A",1,0,1,0,0,1
"07004638MO40A",22,7,6,0,0,7
"07004659MM10A",15,5,9,0,0,3
"07004670CF10A",28,11,5,0,2,1
"07004670MO40A",10,8,1,0,0,2
"07004677CF10A",2,1,0,0,0,0
"07004679CF10A",17,9,7,0,1,7
"07004688CF10A",2,0,1,0,0,1
"07004702MM10A",6,1,4,0,0,3
"07004705CF10A",2,1,0,0,0,0
"07004711MM40A",15,7,3,0,0,6
"07004769CF10A",42,19,17,0,2,18
"07004769MM10A",9,0,0,0,0,0
"07004770TC10A",5,2,1,0,1,0
"07004816CF10A",11,4,4,0,2,0
"07004860MM40A",8,6,2,0,0,4
"07004875TC20A",0,0,0,0,0,0
"07004939MO10A",1,0,0,0,0,0
"07004943CF10A",20,7,6,0,0,5
"07005028CF10A",37,19,2,0,0,1
"07005030CF10A",36,17,7,0,0,9
"07005032CF10A",3,1,0,0,0,0
"07005033MM10A",11,7,3,0,0,0
"07005062MO40A",11,9,1,0,0,2
"07005068CF10A",44,11,14,0,1,12
"07005068MM10A",2,1,1,0,0,1
"07005078MM40A",10,8,2,0,0,4
"07005081CF10A",6,3,0,0,0,0
"07005081CF10D",8,4,0,0,0,2
"07005081MO40A",11,4,2,0,0,0
"07005084CF10A",8,4,0,0,0,2
"07005102CF10A",35,20,7,0,1,4
"07005106CF10A",0,0,0,0,0,0
"07005161MM40A",4,3,0,0,0,0
"07005173CF10A",39,15,21,0,3,14
"07005177CF10A",10,4,5,0,2,3
"07005183CF10A",6,2,3,0,0,2
"07005206CF10A",1,1,0,0,0,0
"07005210CF10A",9,6,2,0,0,4
"07005246CF10A",4,3,0,0,0,0
"07005274MM10A",1,0,1,0,0,0
"07005275CF10A",16,6,8,0,0,8
"07005300TC10A",44,16,24,0,2,18
"07005306CF10A",7,4,2,0,1,0
"07005308CF10A",14,4,8,0,0,8
"07005309CF10A",14,6,7,0,4,2
"07005328MO40A",23,8,6,0,0,7
"07005347MM40A",0,0,0,0,0,0
"07005374MM10A",15,7,3,0,1,1
"07005375TC30A",27,11,7,0,0,8
"07005391CF10A",3,0,0,0,0,0
"07005395CF10A",19,12,2,0,0,3
"07005398MM40A",0,0,0,0,0,0
"07005405MM10A",1,1,0,0,0,0
"07005413CF10A",1,0,1,0,1,0
"07005416CF10A",4,2,1,0,1,0
"07005423MM10A",0,0,0,0,0,0
"07005429TC10A",2,1,0,0,0,0
"07005433MM40A",10,6,2,0,0,2
"07005436CF10A",3,1,0,0,0,0
"07005445MO10A",14,6,3,0,0,3
"07005446MO10A",0,0,0,0,0,0
"07005450TC10A",0,0,0,0,0,0
"07005459MO10A",3,0,0,0,0,0
"07005480CF10A",2,0,0,0,0,0
"07005512CF10A",3,2,0,0,0,0
"07005513MM10A",46,16,3,0,2,2
"07005522CF10A",14,3,2,0,1,0
"07005569MM10A",0,0,0,0,0,0
"07005577CF10A",7,3,1,0,1,0
"07005581MO40A",15,10,4,0,0,5
"07005592MO10A",0,0,0,0,0,0
"07005628TC10A",28,9,8,0,1,4
"07005633TC10A",21,5,14,0,4,4
"07005680CF10A",3,1,0,0,0,0
"07005707CF10A",2,0,2,0,1,0
"07005758CF10A",0,0,0,0,0,0
"07005759MM10B",11,7,1,0,0,2
"07005777MM40A",18,9,7,0,1,10
"07005777MO10A",12,6,6,0,2,8
"07005797CF10A",12,7,1,0,0,2
"07005810CF10A",0,0,0,0,0,0
"07005832MM10A",7,4,0,0,0,0
"07005929CF10A",2,1,0,0,0,0
"07005933MM10A",14,5,9,0,3,0
"07005948CF10A",3,1,0,0,0,0
"07005984CF10A",13,6,5,0,1,4
"07005990CF10A",36,12,12,0,5,8
"07006035TC40A",11,5,1,0,0,3
"07006048TC40A",23,7,13,0,0,15
"07006054MO40A",0,0,0,0,0,0
"07006055MO40A",0,0,0,0,0,0
"07006086CF10A",41,11,19,0,6,0
"07006095CF10A",20,12,7,0,1,14
"07006099TC10A",25,11,8,0,0,6
"07006116CF10A",4,2,0,0,0,2
"07006139CF10A",0,0,0,0,0,0
"07006146CF10A",0,0,0,0,0,0
"07006157CF10A",3,0,0,0,0,0
"07006192CF10A",2,1,1,0,0,2
"07006223TC10A",0,0,0,0,0,0
"07006233CF10A",12,3,7,0,0,1
"07006251CF10A",7,3,3,0,1,0
"07006258CF10A",0,0,0,0,0,0
"07006282CF10A",0,0,0,0,0,0
"07006304CF10A",8,4,3,0,0,1
"07006377CF10C",8,2,3,0,0,0
"07006379CF10A",8,2,3,0,0,0
"07006390CF10A",12,4,7,0,2,5
"07006404TC10A",10,5,3,0,1,4
"07006407CF10A",18,9,9,0,2,6
"07006441TC10A",15,7,3,0,1,4
"07006448CF10A",5,2,1,0,0,0
"07006453CF10A",53,23,5,0,1,4
"07006454CF10A",5,3,0,0,0,1
"07006485CF10A",13,4,1,0,0,4
"07006491CF10A",1,1,0,0,0,1
"07006492MM10A",2,0,1,0,0,1
"07006497MM10A",26,3,3,0,1,1
"07006517TI40A",1,0,0,0,0,0
"07006520CF10A",10,4,2,0,0,4
"07006537CF10A",17,8,1,0,0,0
"07006545CF10A",48,19,25,0,2,18
"07006564CF10A",7,0,6,0,1,0
"07006599MO10A",7,2,0,0,0,0
"07006613CF10A",0,0,0,0,0,0
"07006625MM10A",13,1,11,0,4,1
"07006625TC10A",5,2,1,0,1,0
"07006626CF10A",2,0,0,0,0,0
"07006636TC10A",13,8,5,0,1,3
"07006639CF10A",36,7,29,0,4,11
"07006655TC20A",5,3,0,0,0,0
"07006657MO10A",29,12,12,0,4,4
"07006663CF10A",4,2,2,0,0,2
"07006675CF10A",6,5,0,0,0,2
"07006686MM10A",2,1,1,0,0,1
"07006693CF10A",12,1,9,0,3,1
"07006702MM10A",2,1,0,0,0,0
"07006704MM10A",1,0,1,0,1,0
"07006745TC10A",37,17,6,0,1,2
"07006750CF10A",12,4,4,0,1,2
"07006756CF10A",0,0,0,0,0,0
"07006759CF10A",16,6,10,0,2,7
"07006778CF10A",1,1,0,0,0,0
"07006782CF10A",16,6,4,0,0,3
"07006783TC10A",1,1,0,0,0,0
"07006793MM10A",0,0,0,0,0,0
"07006838CF10A",0,0,0,0,0,0
"07006845TC30A",0,0,0,0,0,0
"07006874CF10A",5,4,1,0,0,3
"07006896CF10A",13,7,5,0,1,1
"07006925CF10A",3,1,2,0,0,2
"07006945CF10A",1,1,0,0,0,0
"07006945MM10A",2,1,1,0,0,0
"07006983TC10A",11,6,0,0,0,0
"07007021MM10A",11,7,2,0,0,2
"07007028MM10A",3,1,2,0,0,1
"07007036TC20A",0,0,0,0,0,0
"07007037TC20A",0,0,0,0,0,0
"07007046TC40A",0,0,0,0,0,0
"07007048CF10A",16,5,1,0,0,1
"07007070CF10A",14,8,3,0,2,1
"07007089MO10A",0,0,0,0,0,0
"07007113CF10A",0,0,0,0,0,0
"07007182MM10A",31,13,5,0,2,2
"07007183TI20A",19,5,0,0,0,0
"07007189TI20A",0,0,0,0,0,0
"07007195MM10A",0,0,0,0,0,0
"07007213CF10A",5,3,2,0,0,1
"07007219CF10A",9,2,5,0,0,4
"07007243MM10B",7,2,5,0,1,0
"07007248CF10A",21,7,12,0,0,16
"07007253CF10A",19,12,4,0,1,4
"07007282CF10A",10,4,3,0,1,0
"07007300MM10A",0,0,0,0,0,0
"07007302MM10B",8,5,3,0,0,5
"07007305TC20A",9,3,0,0,0,0
"07007328TC20A",0,0,0,0,0,0
"07007332TC10A",9,5,1,0,0,3
"07007390MO10A",0,0,0,0,0,0
"07007442CF10A",0,0,0,0,0,0
"07007519CF10A",4,3,1,0,0,2
"07007534CF10A",2,0,2,0,1,0
"07007553CF10A",7,4,0,0,0,3
"07007612CF10A",7,5,0,0,0,1
"07007627CF10A",9,2,1,0,0,1
"07007641MM10A",24,9,5,0,2,1
"07007647TC40A",9,5,0,0,0,0
"07007652MM10A",6,4,2,0,0,0
"07007665CF10A",5,2,1,0,0,1
"07007667CF10A",1,0,0,0,0,0
"07007751CF10A",28,8,5,0,1,3
"07007757TC10A",0,0,0,0,0,0
"07007764TC20A",1,0,0,0,0,0
"07007765CF10A",27,15,11,0,2,18
"07007793CF10A",18,11,4,0,3,2
"07007803MM10A",20,10,5,0,0,7
"07007809CF10A",5,1,3,0,1,0
"07007859CF10A",0,0,0,0,0,0
"07007862MM10A",0,0,0,0,0,0
"07007864CF10A",3,0,0,0,0,0
"07007907CF10A",34,13,17,0,7,3
"07007928TC10A",2,1,1,0,0,2
"07007938CF10A",2,0,1,0,0,0
"07007951MM10A",2,0,2,0,0,2
"07007967CF10A",0,0,0,0,0,0
"07007970MM10A",13,3,2,0,0,0
"07007975TC20A",4,2,0,0,0,0
"07008018CF10A",7,4,0,0,0,3
"07008027MM10A",0,0,0,0,0,0
"07008049CF10A",28,11,9,0,3,3
"07008055MM10A",0,0,0,0,0,0
"07008073CF10B",0,0,0,0,0,0
"07008074CF10A",0,0,0,0,0,0
"07008079CF10A",4,2,0,0,0,0
"07008113CF10A",2,1,1,0,0,0
"07008122TC10A",4,1,0,0,0,0
"07008137TC10A",9,7,0,0,0,1
"07008139CF10A",0,0,0,0,0,0
"07008148MM10A",7,4,3,0,0,5
"07008157MM10A",3,1,0,0,0,1
"07008158MM10A",1,0,0,0,0,0
"07008173CF10A",4,2,2,0,0,0
"07008184CF10A",3,1,0,0,0,0
"07008214CF10A",8,7,1,0,0,3
"07008227CF10A",0,0,0,0,0,0
"07008255TC10A",10,6,1,0,0,2
"07008274MM10A",0,0,0,0,0,0
"07008276CF10A",4,1,0,0,0,0
"07008342MM10A",5,1,0,0,0,0
"07008376CF10A",45,24,5,0,2,1
"07008392MM10A",5,3,0,0,0,3
"07008395CF10A",38,14,13,0,3,7
"07008398CF10A",0,0,0,0,0,0
"07008405CF10A",83,9,0,0,0,0
"07008436CF10A",0,0,0,0,0,0
"07008449TC10A",6,3,2,0,0,1
"07008475MO10A",10,3,4,0,0,4
"07008481MO10A",11,8,1,0,0,2
"07008487CF10A",7,1,1,0,0,0
"07008493CF10A",0,0,0,0,0,0
"07008496TC10A",3,0,0,0,0,0
"07008501CF10A",3,3,0,0,0,0
"07008523CF10A",19,5,4,0,0,0
"07008537MO10A",4,1,0,0,0,0
"07008542CF10A",11,5,0,0,0,0
"07008578CF10A",13,3,7,0,2,4
"07008580CF10A",6,4,1,0,0,2
"07008582CF10A",41,18,16,0,0,10
"07008591CF10A",2,1,1,0,0,2
"07008602MM10A",0,0,0,0,0,0
"07008603TC10A",16,2,2,0,0,1
"07008621CF10A",8,2,1,0,0,0
"07008629CF10A",5,0,4,0,0,4
"07008645CF10A",31,9,9,0,2,1
"07008652CF10A",0,0,0,0,0,0
"07008656MM10A",22,7,10,0,0,7
"07008665CF10A",6,4,0,0,0,0
"07008666MM10A",20,12,7,0,1,14
"07008686MM10A",36,10,15,0,5,0
"07008700MM10A",18,7,11,0,2,9
"07008706MM10A",3,1,1,0,0,1
"07008710CF10B",47,22,6,0,0,5
"07008711CF10A",47,22,6,0,0,5
"07008714CF10A",2,0,1,0,1,0
"07008726MM10A",0,0,0,0,0,0
"07008745CF10A",43,17,21,0,1,31
"07008753CF10A",30,6,16,0,4,6
"07008755CF10A",13,6,2,0,0,2
"07008760MM10A",0,0,0,0,0,0
"07008781MM10A",1,0,1,0,0,1
"07008787CF10A",5,1,1,0,0,1
"07008789CF10A",6,3,3,0,0,3
"07008791CF10A",11,4,4,0,1,3
"07008801CF10A",9,4,2,0,2,0
"07008808CF10A",20,8,4,0,1,0
"07008877CF10A",2,1,1,0,0,0
"07008894CF10A",15,5,6,0,0,7
"07008911MM10A",17,9,6,0,1,7
"07008959MM10A",13,6,4,0,1,2
"07008992CF10A",18,5,9,0,5,2
"07008993CF10A",12,4,4,0,1,2
"07008994CF10A",19,5,10,0,6,2
"07008997MM10A",2,1,0,0,0,0
"07009011CF10A",16,7,3,0,0,5
"07009016CF10A",21,9,9,0,0,10
"07009026TC30A",13,5,1,0,0,4
"07009084CF10A",16,5,7,0,0,6
"07009094CF10A",5,2,3,0,0,0
"07009117CF10A",4,1,0,0,0,0
"07009117MM10A",0,0,0,0,0,0
"07009122CF10A",1,1,0,0,0,0
"07009123MM10A",0,0,0,0,0,0
"07009126CF10B",5,0,0,0,0,0
"07009127CF10A",5,0,0,0,0,0
"07009129MM10B",0,0,0,0,0,0
"07009144CF10A",24,9,2,1,0,1
